,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Leuconostoc pseudomesenteroides,0,0,0,0,0,0,0,12,0,0,0,0,0,16,18,28,0,0,11,0,21
Streptomyces sp. NA07423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Erwinia sp. DE2,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20,11,15,10,0,0
Hydrogenobacter thermophilus,10,0,12,0,10,0,0,11,0,0,0,12,0,0,0,0,0,0,11,0,0
Spiroplasma platyhelix,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,12,23,10,0,0
Xanthomonas oryzae,33,0,0,0,0,0,18,32,0,0,0,25,32,12,12,0,19,18,14,21,19
Streptococcus mutans,31,18,30,31,21,0,31,55,19,33,29,36,14,17,10,37,23,43,28,28,32
Pseudotevenvirus RB16,22,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
Vibrio tritonius,0,0,0,0,0,0,0,11,0,0,0,0,19,15,33,0,0,0,0,0,0
Apilactobacillus kunkeei,44,0,0,0,0,0,0,17,0,0,0,57,0,0,0,18,11,19,17,16,15
Methylobacter sp. S3L5C,58,0,0,11,0,0,0,0,0,11,0,74,0,0,10,0,0,10,0,0,14
Catenovulum sp. TS8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,17,0,20,17,14,0,0
Pseudomonas sp. FP1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0
Parashewanella tropica,37,13,33,0,0,15,20,31,13,24,0,32,30,27,27,19,31,34,69,42,0
Sphingorhabdus sp. YGSMI21,0,16,0,0,22,0,0,0,0,0,0,13,0,13,0,12,14,20,11,15,0
Paracoccus aminovorans,17,0,0,0,0,0,0,21,0,0,0,87,19,21,29,0,26,25,25,16,0
Legionella geestiana,0,0,11,0,0,0,0,18,0,0,0,0,26,14,27,21,15,19,14,19,0
Hyphomonas sp.,38,0,15,0,0,0,0,21,0,0,0,18,21,15,24,21,31,20,42,34,0
Parasphingorhabdus litoris,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,12,10,10,0
Streptomyces sp. P3,0,0,0,0,0,0,0,40,27,25,22,0,29,36,36,23,26,20,15,21,0
Thalassotalea hakodatensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Frondihabitans sucicola,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,17,0,17,0,0
Vibrio sp. SCSIO 43135,17,10,12,0,10,0,17,0,0,0,0,32,0,0,0,10,0,12,11,0,0
Paenibacillus polymyxa,366,153,147,109,121,128,224,286,109,137,135,433,192,121,162,225,228,244,266,250,376
Nocardia yamanashiensis,37,0,0,0,0,13,0,24,15,0,0,12,12,0,14,22,20,13,17,0,0
Sedimenticola thiotaurini,16,0,12,0,0,0,0,10,0,0,0,10,0,0,0,13,16,10,14,11,20
Baekduia alba,0,0,24,0,0,0,11,33,11,0,13,0,22,26,22,26,53,17,24,22,12
Brachybacterium sp. NBEC-018,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
Mesoterricola sediminis,0,0,0,22,0,0,13,25,0,0,0,0,13,0,16,10,13,15,17,0,28
Campylobacter volucris,0,0,0,0,0,11,10,22,13,0,11,0,24,24,12,42,23,51,31,24,15
Kitasatospora sp. CM 4170,0,0,0,0,0,0,16,25,22,26,16,0,40,20,15,37,32,29,24,27,23
Streptomyces sp. XD-27,22,0,0,17,0,0,0,21,0,0,0,10,16,20,27,0,12,18,13,14,31
Micromonospora sp. WMMD1076,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Thermovirga lienii,0,0,0,0,0,0,0,17,0,0,0,0,14,18,16,0,0,14,11,0,0
Pantoea sp. CCBC3-3-1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomonas sp. PAMB00755,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,11,0,14,11,0,23
Glutamicibacter sp. M10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Curtobacterium sp. MCBD17_040,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,34,27,0
Xanthobacter autotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Paenisporosarcina antarctica,52,23,26,0,20,0,16,17,14,0,15,107,22,17,24,0,16,57,36,17,22
Yersinia hibernica,32,0,0,0,0,22,18,15,0,0,26,0,28,29,39,14,40,18,28,20,0
Mycolicibacterium parafortuitum,0,0,21,0,0,0,0,32,0,44,0,0,18,11,15,11,14,17,15,0,0
Stutzerimonas xanthomarina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Amycolatopsis sp. FU40,29,0,14,33,17,23,13,31,25,19,0,13,22,22,31,18,18,25,26,15,56
Paraburkholderia sprentiae,14,0,0,0,0,0,19,23,0,14,19,0,19,25,22,12,11,0,15,0,15
Lysobacter sp. TY2-98,0,0,0,0,0,0,0,11,0,0,0,0,13,18,15,10,0,0,0,0,0
Algoriphagus sp. NBT04N3,72,0,0,0,0,13,28,11,0,11,20,87,16,35,31,40,34,27,48,29,30
Mannheimia sp. USDA-ARS-USMARC-1261,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoalcanivorax pacificus,17,0,0,0,0,0,14,11,0,11,0,31,15,0,18,0,0,11,11,0,26
Nitratiruptor tergarcus,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,21,21,0,0
Thalassotalea sediminis,0,0,15,0,0,0,0,0,0,0,0,0,21,0,34,0,0,12,0,0,0
Sphingopyxis sp. 113P3,0,0,0,0,0,0,38,32,0,0,0,0,17,20,0,41,0,0,28,22,18
Pseudoxanthomonas sp.,0,15,16,22,15,0,0,27,0,0,0,0,18,0,19,13,28,18,13,0,0
Aristophania vespae,0,0,10,0,0,0,0,0,0,0,0,0,13,13,26,0,15,26,16,0,0
Sphingopyxis sp. YF1,0,0,0,0,0,0,0,15,34,0,0,0,0,0,22,0,0,23,17,14,0
Shigella flexneri,186,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0
Frondihabitans sp. PAMC 28766,0,0,12,0,0,0,0,0,0,0,0,0,0,17,11,10,12,11,12,11,0
Megasphaera elsdenii,104,54,87,46,48,57,100,125,58,51,96,94,129,106,118,129,127,153,138,116,197
Microbacterium sp. J1-1,0,0,0,0,0,0,47,0,0,0,0,0,0,44,0,0,0,0,0,0,0
Croceicoccus naphthovorans,0,0,0,0,0,0,0,0,0,0,0,27,19,0,0,0,0,27,39,25,0
Borrelia turcica,38,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Thalassotalea agarivorans,20,0,31,0,10,0,0,0,0,0,0,13,0,0,0,0,0,19,0,0,0
Paraclostridium bifermentans,436,38,127,55,45,49,63,56,41,18,21,462,23,31,34,61,128,288,197,143,77
Odoribacter splanchnicus,51076,15843,10060,33359,15702,299,606,947,825,1046,1908,8148,1440,1059,1052,17661,30190,24927,48979,41543,40165
Spiroplasma endosymbiont of 'Nebria riversi',0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,0,10,22,19,0,0
Luteibacter aegosomatissinici,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Streptomyces xiamenensis,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Candidatus Phaeomarinobacter ectocarpi,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frateuria edaphi,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Phenylobacterium sp. NIBR 498073,0,0,0,0,0,0,17,13,0,0,0,0,16,0,13,14,15,0,14,0,11
Helicobacter mustelae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,0
uncultured Trichococcus sp.,88,15,17,25,19,37,89,124,42,38,85,85,113,115,131,81,65,90,87,54,124
Borreliella turdi,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,25,16,45,0,18,0
Catalinimonas niigatensis,71,0,0,0,11,0,24,41,16,19,13,84,24,39,39,21,45,50,61,32,19
Persicimonas caeni,23,0,0,0,0,0,15,45,15,15,0,41,28,25,44,12,20,22,22,0,33
Caldicellulosiruptor acetigenus,29,0,20,14,0,54,62,50,21,51,52,28,48,44,41,26,51,98,72,36,55
Jejubacter calystegiae,24,10,22,16,13,0,0,16,0,0,0,20,0,0,10,11,22,0,0,14,15
Novosphingobium terrae,0,0,0,0,0,0,10,19,0,0,0,0,0,0,15,0,16,10,14,0,16
Cellulomonas xiejunii,0,0,0,0,0,0,0,23,0,22,0,0,22,18,15,0,17,0,17,0,19
Acinetobacter larvae,22,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
Trabulsiella odontotermitis,0,0,0,0,0,0,0,20,0,0,0,18,0,18,0,17,0,0,0,0,0
Staphylococcus lutrae,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,15,0,0
Vibrio ponticus,60,0,12,0,0,0,0,0,0,0,0,38,0,0,0,0,12,0,0,0,0
Anoxybacillus gonensis,41,17,21,16,0,0,13,16,0,0,0,75,0,0,0,0,0,36,14,15,47
Sphingomicrobium flavum,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,0,0,0
Corynebacterium frankenforstense,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia rectibacter,6505,3680,9052,2406,3779,3127,5082,7098,3113,5016,12540,19366,3550,2236,2735,11616,2950,5208,5364,3366,4275
Chenggangzhangella methanolivorans,0,0,0,0,0,0,0,24,0,0,12,0,29,18,21,11,31,0,13,12,18
Streptococcus sp. 1643,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anabaena cylindrica,110,0,0,0,0,0,22,0,0,0,0,45,29,25,0,32,20,57,32,15,15
Iocasia fonsfrigidae,0,0,0,0,0,0,35,47,0,0,44,40,34,39,30,47,36,49,63,41,31
Streptococcus sp. zg-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,19,0,14
Salimicrobium jeotgali,38,0,20,0,16,22,17,23,16,0,10,81,19,20,0,24,0,26,13,13,28
Microbacterium sp. BH-3-3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Parazoarcus communis,32,26,31,16,20,0,26,63,23,20,0,13,23,28,37,32,57,44,41,37,54
Pseudoalteromonas sp. HL-AS2,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus oris,22,0,0,0,0,0,14,24,10,14,18,24,13,11,27,15,0,28,20,15,36
Poriferisphaera corsica,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,12,15,0,10
Streptomyces sp. WA6-1-16,0,0,0,0,0,0,0,73,0,0,0,0,0,50,55,0,58,0,38,0,0
Paludibacter propionicigenes,337,22,34,33,23,75,110,60,53,55,56,241,61,19,21,69,86,95,108,119,38
Halobaculum salinum,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,14,0,14
Mammaliicoccus lentus,24,46,23,23,41,54,65,39,36,55,44,18,52,0,0,23,56,125,73,57,26
Methanothermococcus thermolithotrophicus,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,10,25,17,15,18
Comamonas sp. B21-038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,26
Exiguobacterium sibiricum,0,12,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,14,0,21
Thermococcus thermotolerans,0,0,0,0,0,0,0,0,0,0,0,0,21,0,40,0,0,0,0,0,0
Metabacillus sp. KUDC1714,21,17,40,30,0,45,0,23,21,20,22,38,18,0,19,35,24,57,34,31,15
Bosea vaviloviae,18,0,0,0,0,0,24,37,12,0,0,35,30,20,23,18,37,33,23,16,0
Rossellomorea sp. DA94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
Agromyces mangrovi,0,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,17,18,0,0,13
Nocardioides coralli,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,14,12,0,12
Acidithiobacillus ferrivorans,11,0,0,0,0,0,0,24,0,22,0,0,33,22,27,28,28,26,25,23,15
Variovorax sp. PBL-H6,41,0,0,26,0,0,30,52,0,0,37,0,45,50,49,0,43,38,41,29,54
Melioribacter roseus,23,0,10,0,0,0,0,23,0,0,0,32,0,0,0,0,0,12,20,17,0
Thiomicrorhabdus immobilis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellulomonas taurus,0,0,0,0,0,0,0,24,0,0,0,0,24,13,0,12,0,0,19,0,46
Paraflavitalea soli,56,24,29,37,21,11,27,29,13,16,19,68,15,16,15,11,30,18,32,12,25
Kratosvirus quantuckense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Pseudomonas sp. 31-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,45,0
Legionella pneumophila,55,33,39,24,18,18,49,61,24,34,33,60,31,23,42,30,76,96,56,50,31
Providencia sp. PROV188,17,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
Saccharomonospora cyanea,0,0,0,0,0,0,0,16,12,0,0,0,17,0,0,0,0,0,12,15,0
Streptomyces sp. VNUA116,0,0,0,0,0,0,17,27,0,0,0,0,16,21,28,28,15,19,16,0,42
Fulvivirga ulvae,57,0,0,0,0,0,0,12,0,0,0,70,12,0,12,17,24,33,33,34,17
Magnetococcus marinus,11,11,14,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia sp. E602,12,0,0,17,0,0,13,19,24,27,0,0,18,23,18,30,18,21,19,19,12
Methylomonas koyamae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,0,0
Buchavirus splanchnicus,0,0,0,0,0,35,0,35,0,36,142,0,0,0,0,0,0,0,0,18,0
Thauera sp. WB-2,26,0,0,0,0,0,0,19,0,23,0,46,17,0,21,0,16,33,18,16,16
Streptococcus troglodytae,16,0,15,0,0,0,0,0,0,0,0,25,0,0,0,0,0,20,0,0,0
Clostridium taeniosporum,92,41,75,36,45,30,81,90,35,13,29,245,29,34,33,57,69,178,92,73,45
Pseudomonas sp. PSE14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Rhodococcus sp. PSBB049,0,0,0,0,0,0,0,135,0,0,0,0,0,0,144,0,0,0,0,0,0
Paenibacillus lutimineralis,42,24,25,15,24,21,35,33,24,33,27,89,18,20,32,68,27,62,66,44,39
Streptococcus constellatus,0,0,0,0,0,19,37,26,19,32,22,0,0,40,29,37,20,28,45,0,27
Serratia rubidaea,0,0,0,0,0,0,14,41,0,0,20,0,52,35,54,25,32,22,51,20,24
Desulfobacca acetoxidans,10,0,0,0,0,0,17,24,0,11,11,0,21,19,21,36,15,16,13,17,11
Ruegeria sp. YS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,11,0,0
Arthrobacter oryzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,20,35,14
Exiguobacterium sp. Helios,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Neisseria dentiae,10,0,0,25,0,0,0,0,0,0,0,0,0,0,13,17,27,20,21,19,18
Borrelia turicatae,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Acinetobacter sp. XS-4,20,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
Peribacillus muralis,52,0,0,0,0,0,0,0,0,0,0,47,17,17,0,12,26,19,37,26,19
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1,83,0,18,0,0,0,0,0,0,0,0,121,24,0,0,0,0,21,0,26,0
Planktothrix agardhii,31,0,0,37,0,0,22,31,0,0,0,78,0,0,23,0,0,37,60,0,19
Gimesia chilikensis,0,23,29,22,26,16,19,28,0,10,28,65,44,37,59,20,29,21,33,23,66
Pontibacter korlensis,49,11,13,0,15,11,24,32,21,19,19,67,11,25,12,19,32,47,42,35,33
Oenococcus kitaharae,0,0,0,0,0,0,15,15,0,0,0,0,0,0,10,16,15,26,15,17,16
Pseudomonas marincola,0,0,24,0,11,0,0,14,0,0,0,0,0,0,0,0,12,0,12,0,13
Peredibacter starrii,0,0,0,0,0,0,22,16,0,13,10,0,0,11,10,13,0,27,22,18,50
Dorea formicigenerans,4242,13849,15031,12913,10240,2870,4658,7115,2313,2487,4605,4601,3953,5319,5976,5409,3905,5335,5538,3429,4151
Enterococcus saigonensis,13,0,0,0,0,0,20,31,0,15,23,16,15,12,21,70,31,57,42,32,20
Gardnerella swidsinskii,26,0,0,25,32,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
Leucobacter luti,0,0,0,0,0,0,0,0,0,0,0,0,16,12,17,0,0,0,0,0,0
Achromobacter sp. R39,33,0,0,18,0,0,0,0,0,0,0,0,12,0,0,0,22,14,14,17,18
Roseivirga spongicola,65,0,0,0,0,0,15,0,0,0,0,69,0,14,10,0,14,24,12,24,0
Micromonospora profundi,12,0,25,19,0,0,0,35,0,19,12,0,20,23,19,28,19,22,13,0,27
Candidatus Nitrospira neomarina,10,0,0,0,0,20,30,13,18,14,18,0,18,0,0,0,0,22,0,12,0
Acetilactobacillus jinshanensis,22,0,0,0,0,0,11,0,0,0,0,78,0,0,0,10,0,21,0,0,0
Brucella sp. NM4,15,0,0,0,0,0,20,0,0,0,0,0,22,0,0,25,0,0,28,0,25
Burkholderia vietnamiensis,68,0,0,0,0,0,0,66,0,0,0,87,49,72,77,56,42,70,0,33,186
Bacteroides stercoris,246548,638141,136420,339600,846186,1092,1075,1233,697,769,789,53784,862,378,351,24895,145805,140213,482404,174398,3326
Massilia sp. REN29,0,0,0,18,0,0,20,37,0,0,0,0,25,0,28,54,16,22,0,25,25
Pseudomonas glycinae,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Pasteurella atlantica,38,0,0,0,0,0,0,14,0,0,0,37,0,13,0,20,21,41,27,27,16
Amycolatopsis acidiphila,14,0,0,0,0,0,16,31,12,21,18,15,23,20,38,27,26,24,32,15,32
Shewanella piezotolerans,47,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10
Pseudomonas trivialis,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Sphingopyxis sp. PAMC25046,42,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0
Metamycoplasma phocicerebrale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Chitinolyticbacter meiyuanensis,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium sp. NDS-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Clostridium sp. MB40-C1,91,26,45,24,20,29,56,45,18,25,52,128,35,35,40,78,68,105,100,65,51
Rhodococcus opacus,0,0,0,0,0,0,104,70,83,69,0,0,40,59,50,35,38,33,49,48,103
Pseudomonas sp. L5B5,0,0,0,0,0,0,0,14,0,0,0,0,0,18,15,0,0,15,24,0,13
Muribaculum intestinale,390,147,231,205,202,34,40,76,32,37,41,659,55,39,60,97,161,143,199,218,555
Acetobacter ascendens,0,0,0,0,0,0,0,18,0,0,0,0,34,20,25,0,26,63,45,0,32
Sphingobium sp. WTD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Methanosphaera stadtmanae,27,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,19,14,17,18,0
Halomonas sp. MCCC 1A13316,13,0,0,0,0,34,31,29,21,15,13,0,33,54,55,23,19,26,32,17,25
Mycoplasma yeatsii,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,22,0,0,0
Anoxybacillus flavithermus,58,0,21,0,15,15,39,23,0,0,32,34,25,0,18,56,54,76,90,26,32
Desulforamulus ferrireducens,37,0,13,0,0,13,34,52,12,17,20,20,50,43,62,27,28,49,30,29,51
Parascardovia denticolens,19,14,28,12,0,0,17,25,0,0,14,0,20,17,14,30,24,18,17,20,20
Achromobacter xylosoxidans,64,26,60,57,38,52,50,141,61,63,54,17,100,67,100,102,162,137,123,135,115
Magnetospirillum gryphiswaldense,20,0,0,0,0,0,13,28,11,14,12,12,15,13,17,12,43,49,40,30,44
Klebsiella electrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21
Brachybacterium sp. P6-10-X1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13
Erwinia billingiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,36,22,27
Neobacillus sp. OS1-33,65,12,27,0,17,16,34,46,19,24,27,44,27,37,37,21,41,71,51,40,33
Methanocaldococcus lauensis,0,0,0,0,0,12,16,10,0,0,0,0,10,11,0,0,0,22,0,0,12
Geitlerinema sp. PCC 7407,0,0,0,0,0,0,14,23,0,0,0,0,12,18,11,14,0,0,0,0,26
Turicibacter sp. TJ11,52,34,21,18,0,21,52,59,0,21,27,83,57,44,44,39,33,52,52,42,21
Jatrophihabitans sp. SB3-54,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,20,23,0,18
Mangrovibacillus cuniculi,0,0,12,0,14,0,0,10,0,0,11,13,0,0,0,0,10,13,10,0,10
Rhodocytophaga rosea,44,28,31,19,15,0,12,26,10,0,0,33,11,14,16,21,30,25,26,20,35
Pseudoalteromonas tunicata,12,0,11,0,11,0,13,14,0,0,15,11,0,0,0,0,14,15,10,13,0
Pantoea anthophila,20,0,28,0,19,0,22,23,12,0,12,14,22,32,15,17,0,11,15,0,37
Azospirillum humicireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,23,0,0,33,32
Actinoalloteichus hoggarensis,0,0,0,0,0,0,27,59,27,24,0,0,39,33,50,31,50,51,46,34,53
Rothia dentocariosa,0,16,20,0,0,0,0,20,0,0,0,44,0,0,20,20,20,25,15,24,26
Candidatus Cytomitobacter primus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Providencia stuartii,0,0,93,75,68,0,0,0,0,0,0,0,124,130,217,0,0,105,75,0,92
Ezakiella massiliensis,28,0,18,0,10,12,16,27,10,0,18,61,15,12,22,16,43,57,45,42,26
Cyanobium sp. NS01,0,0,0,0,0,0,39,24,15,23,16,0,26,0,17,0,0,12,11,20,24
Nocardia otitidiscaviarum,0,0,0,0,0,0,11,20,14,0,16,0,27,25,19,17,17,12,27,16,34
Paenimyroides cloacae,22,0,0,0,0,0,14,13,0,0,0,21,0,0,0,0,12,39,11,0,0
Hymenobacter sp. HDW8,0,0,0,72,0,0,0,0,0,0,58,0,0,0,0,0,35,0,0,0,174
Delftia tsuruhatensis,0,0,0,0,0,0,76,279,98,0,58,0,181,80,192,79,89,80,77,82,49
Pseudosulfitobacter pseudonitzschiae,0,0,0,0,0,0,30,36,20,17,0,0,30,32,37,30,79,73,53,26,30
Flavivirga eckloniae,133,0,10,0,0,43,40,28,26,25,31,95,15,10,10,36,30,51,44,31,24
Streptomyces sp. PAMC 26508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
Kribbella flavida,10,0,0,14,0,0,0,22,0,0,0,0,15,21,18,26,19,22,21,13,23
Salinigranum marinum,11,0,0,0,0,0,0,16,0,0,0,0,0,0,14,17,16,27,0,14,0
Rosistilla oblonga,24,0,0,0,0,0,0,13,0,0,0,41,0,0,0,0,0,0,12,0,0
Serratia sp. UGAL515B_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Thiothrix winogradskyi,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0
Variovorax sp. PAMC 28711,0,0,0,0,0,0,16,20,0,0,14,0,11,13,12,0,20,30,13,21,0
Coprobacter fastidiosus,794,181,150,151,250,114,222,216,83,48,46,436,211,25,31,6778,5926,12439,10496,16464,98
Caulobacter sp. NIBR2454,0,0,0,0,0,18,26,15,0,0,26,0,30,22,19,13,18,17,37,20,22
Legionella lytica,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Chryseobacterium paludis,103,0,0,11,0,43,63,31,28,33,29,51,23,0,0,40,20,48,27,33,20
Rhodocaloribacter litoris,22,0,13,0,15,14,20,35,11,13,14,52,45,24,48,21,21,41,26,25,27
Clostridium ljungdahlii,0,0,0,0,0,49,68,99,74,121,62,42,52,0,81,59,0,108,107,87,0
Steroidobacter denitrificans,0,0,0,0,0,0,0,27,0,0,0,15,13,15,17,12,12,14,22,0,11
Diaphorobacter ruginosibacter,15,0,0,0,0,0,0,14,0,0,0,0,15,12,0,30,22,42,15,16,26
Shewanella psychromarinicola,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus sp. T3,41,0,0,0,0,14,23,26,0,0,11,21,35,43,69,10,28,48,29,18,26
Kitasatospora setae,0,0,0,0,0,0,14,29,0,0,0,0,20,0,0,16,35,20,22,18,32
Candidatus Kaistella beijingensis,44,13,17,26,12,0,0,14,0,0,19,30,30,42,62,31,15,17,26,25,12
Ruthenibacterium lactatiformans,1325,1137,2036,1844,1652,1710,4021,7175,1976,2263,2387,852,7934,13500,9353,4517,3482,3305,4225,2550,11607
Pseudomonas fakonensis,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0
Peribacillus sp. R9-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Spirosoma sp. KCTC 42546,73,0,0,0,16,0,19,19,0,0,12,23,16,15,14,0,14,24,35,22,23
[Leptolyngbya] sp. PCC 7376,22,0,0,0,0,18,21,32,0,10,24,28,11,0,0,0,14,15,36,28,0
Spiroplasma eriocheiris,0,0,0,0,0,0,0,0,0,0,42,11,0,0,0,16,17,17,0,0,0
Borreliella burgdorferi,35,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,14,0,0
Sulfitobacter sp. SK011,28,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,16,15,12,12,0
Agrococcus carbonis,0,0,0,0,0,0,0,21,0,0,0,0,17,14,17,18,0,0,0,0,0
Ligilactobacillus saerimneri,20,15,17,11,14,0,0,0,0,0,0,33,0,0,0,0,11,14,17,0,0
Hymenobacter sp. 5317J-9,52,37,36,20,39,0,20,21,0,0,0,41,24,0,26,39,29,31,43,44,0
Streptomyces sp. HUAS CB01,0,0,0,0,0,0,0,13,0,0,0,0,0,19,21,18,18,15,0,15,14
Campylobacter novaezeelandiae,27,0,0,0,0,0,0,11,0,12,12,26,14,14,11,0,11,0,29,13,0
Agromyces soli,0,0,0,0,0,0,21,43,20,24,0,0,32,25,44,20,27,30,51,24,17
Actinomyces massiliensis,15,40,17,16,13,0,0,15,0,0,0,22,0,0,13,0,13,0,11,0,0
Synechococcus sp. CBW1107,41,0,33,37,0,0,0,66,32,0,0,30,0,0,32,61,48,68,50,40,62
