,sum,noZero,rowMeans
Thalassotalea crassostreae,0.004233538941345601,9,0.00047039321570506676
Rhodoferax antarcticus,0.0037733424550638,7,0.0005390489221519714
Pseudosulfitobacter sp. DSM 107133,0.0072087267663780005,8,0.0009010908457972501
Hymenobacter nivis,0.017232535527389202,20,0.0008616267763694601
Saccharolobus shibatae,0.0049715338145177,7,0.0007102191163596715
Tannerella serpentiformis,0.0663957008509065,21,0.0031617000405193573
Butyricimonas paravirosa,0.8253948413266108,21,0.039304516253648135
Aeromonas hydrophila,0.0647583994008364,21,0.0030837333048017333
Qipengyuania psychrotolerans,0.0021770577454884,5,0.00043541154909768005
Halomonas sp. SH5A2,0.0038325409805026003,6,0.0006387568300837667
Microbacterium oxydans,0.0133275748555641,10,0.0013327574855564101
Pseudodesulfovibrio profundus,0.012048312044921301,12,0.0010040260037434418
Cytobacillus firmus,0.042993529284757706,21,0.0020473109183217954
Shewanella aestuarii,0.0045948536947265995,9,0.0005105392994140666
Megalodesulfovibrio gigas,0.0149092789963523,19,0.0007846988945448579
Rodentibacter heylii,0.0065152224651458,11,0.0005922929513768909
Halomonas subglaciescola,0.0027786217477901,6,0.0004631036246316833
Agromyces archimandritae,0.0039550113773067,6,0.00065916856288445
Bradyrhizobium sp. CB1717,0.0158889737915476,11,0.0014444521628679636
Methanolobus sediminis,0.0054497511767044,12,0.00045414593139203336
Ktedonosporobacter rubrisoli,0.010203362671530401,18,0.000566853481751689
Anaeromyxobacter paludicola,0.0107888023114218,15,0.00071925348742812
Parabacteroides johnsonii,1.0547502747657576,21,0.05022620356027417
Bacteroides sp. DH3716P,5.894154378672031,21,0.2806740180320015
Saccharomonospora xinjiangensis,0.0028649720569182,6,0.0004774953428197
Alistipes finegoldii,3.2984319525260544,21,0.1570681882155264
Brachyspira pilosicoli,0.0339411437209078,21,0.0016162449390908476
Tunicatimonas pelagia,0.0047445301242949,10,0.00047445301242949
Fusobacterium ulcerans,0.08227394464800451,21,0.003917806888000215
Brooklawnia sp. SH051,0.0059294875569947,10,0.0005929487556994701
Peptostreptococcus sp. CBA3647,0.027803178607860905,21,0.0013239608860886145
Mycolicibacterium boenickei,0.0044299817819015,6,0.0007383302969835833
Leptotrichia sp. oral taxon 221,0.0182492122342438,10,0.0018249212234243799
Prevotella jejuni,0.16151287683334511,21,0.007691089373016434
Rhizobium sp. SL42,0.0032371502842051003,8,0.00040464378552563753
Arachidicoccus terrestris,0.009006542778980602,13,0.0006928109829985078
Rhizobium bangladeshense,0.0040046585873117005,9,0.0004449620652568556
Bdellovibrio bacteriovorus,0.013483734737800701,18,0.0007490963743222612
Staphylococcus gallinarum,0.011851035151575,17,0.0006971197147985295
Burkholderia glumae,0.012779463557524,16,0.00079871647234525
Hydrogenophaga taeniospiralis,0.0089953668127135,9,0.000999485201412611
Rhodoferax aquaticus,0.004281793089848,8,0.000535224136231
Catenulispora acidiphila,0.0151388306234848,16,0.0009461769139678
Pseudohongiella spirulinae,0.0047981538738732996,8,0.0005997692342341624
Dissulfurimicrobium hydrothermale,0.0039810337139504996,10,0.00039810337139504993
Dyella terrae,0.0046558666020278,9,0.0005173185113364222
Halopseudomonas pelagia,0.0068387180059684,10,0.00068387180059684
Enterococcus raffinosus,0.0252202473314029,21,0.0012009641586382333
Selenomonas ruminantium,0.058200175285071404,21,0.0027714369183367334
Winogradskyella sp. HaHa_3_26,0.0131989443739103,13,0.0010153034133777153
Corynebacterium coyleae,0.0043979975749162,8,0.000549749696864525
Halalkalibacterium halodurans,0.011202676956014,18,0.0006223709420007779
Rubrivivax gelatinosus,0.0108109963514042,13,0.0008316151039541692
Xanthomonas arboricola,0.017862050086210498,14,0.001275860720443607
Sphingobium sp. EP60837,0.0124697715272895,13,0.0009592131944068846
Echinicola marina,0.014961321691434198,14,0.0010686658351024426
Flavobacterium lacustre,0.0044960155819196,8,0.00056200194773995
Thermoleophilum album,0.0035391233319182996,7,0.0005055890474168999
Bacillus tequilensis,0.0043114237277576,8,0.0005389279659697
Bradyrhizobium roseus,0.005689713245581601,8,0.0007112141556977001
Flavobacterium panacagri,0.022056918920689,19,0.0011608904695099473
Dysgonomonas sp. HDW5B,0.016144953976523803,7,0.0023064219966462576
Asticcacaulis sp. ZE23SCel15,0.0091847796944026,12,0.0007653983078668834
Formosa sp. Hel1_31_208,0.0047325409275204,9,0.0005258378808356
Alkalihalophilus pseudofirmus,0.013814033627505603,18,0.0007674463126392002
Trinickia violacea,0.011004565680234599,17,0.0006473273929549763
Geomonas oryzisoli,0.0033215580284779,6,0.0005535930047463166
Amycolatopsis sp. 2-2,0.012802532300056998,16,0.0008001582687535624
Haloquadratum walsbyi,0.0024032349302959,5,0.00048064698605918
Glaesserella parasuis,0.0258007544575465,19,0.0013579344451340263
Sinomonas atrocyanea,0.0046813195261624,10,0.00046813195261624
Bifidobacterium pseudolongum,0.027448506773854502,21,0.0013070717511359288
Crassaminicella profunda,0.0418784372533429,21,0.001994211297778233
Myxococcus xanthus,0.04981715489708281,18,0.0027676197165046007
Achromobacter sp. AONIH1,0.0116700640571311,11,0.0010609149142846454
Paenarthrobacter sp. JL.01a,0.0066432079017709,8,0.0008304009877213625
uncultured Pseudodesulfovibrio sp.,0.038924850856715994,21,0.0018535643265102854
Modestobacter sp. L9-4,0.009558401546945603,12,0.0007965334622454669
Cotonvirus japonicum,0.0028264149855876,6,0.0004710691642646
Allomeiothermus silvanus,0.0047298640234157,7,0.0006756948604879572
Prescottella equi,0.0058638034051675,7,0.0008376862007382143
Arcanobacterium canis,0.0046139841228335,7,0.0006591405889762143
Corynebacterium imitans,0.0049819677647198,10,0.00049819677647198
Gloeobacter morelensis,0.0052366292746367,7,0.0007480898963766714
Paenibacillus naphthalenovorans,0.0218701871996364,20,0.00109350935998182
Bifidobacterium angulatum,0.019422860838592196,19,0.0010222558336101155
Peribacillus butanolivorans,0.009898943107997,7,0.0014141347297138573
[Phormidium] sp. ETS-05,0.0060310053110792005,11,0.0005482732100981091
Bacteroides sp. D2,0.9600681818762382,21,0.045717532470297056
Erythrobacter sp. BLCC-B19,0.0035644421294863,7,0.0005092060184980428
Abiotrophia defectiva,0.010784995702652102,16,0.0006740622314157564
Phnomibacter ginsenosidimutans,0.006574303610913401,10,0.0006574303610913401
Pseudomonas furukawaii,0.0073978061411832,12,0.0006164838450986001
Nocardioides aromaticivorans,0.0063015354418728,8,0.0007876919302341
Rufibacter radiotolerans,0.011556970099535501,15,0.0007704646733023668
Candidatus Uabimicrobium amorphum,0.003951813796158001,8,0.0004939767245197501
Clostridium sp. JN-1,0.0381124199977651,21,0.0018148771427507191
Paenibacillus sp. FSL R5-0912,0.0245886995608232,19,0.0012941420821485894
Neisseria meningitidis,0.012619354934089399,6,0.002103225822348233
Lelliottia amnigena,0.0034764690708392,7,0.0004966384386913143
Micrococcus luteus,0.007773024782334,7,0.001110432111762
Salipiger sp. CCB-MM3,0.0038865978124083,6,0.00064776630206805
Selenomonas dianae,0.03720166601399919,21,0.001771507905428533
Mesobacillus jeotgali,0.14715195111056997,21,0.007007235767169999
Leifsonia sp. 21MFCrub1.1,0.009299138792851,10,0.0009299138792851
Streptomyces sp. NA04227,0.012755254836651601,14,0.0009110896311894
Modestobacter marinus,0.0029432379905181996,7,0.00042046257007402854
Streptococcus sp. FDAARGOS_192,0.016638436926230897,14,0.001188459780445064
Porifericola rhodea,0.011940671191005298,19,0.0006284563784739631
uncultured Pleomorphomonas sp.,0.018572901511655103,14,0.0013266358222610787
Hartmannibacter diazotrophicus,0.0047473595692522005,9,0.0005274843965835779
Zobellia alginiliquefaciens,0.0097521006841746,17,0.0005736529814220353
Blautia argi,0.8793969095066275,21,0.041876043309839406
Cohnella cholangitidis,0.0213671512289894,18,0.0011870639571660779
Capnocytophaga stomatis,0.0149423652398815,14,0.0010673118028486784
Candidatus Nitrospira inopinata,0.0038747819531910997,9,0.00043053132813234443
Faecalibaculum rodentium,0.057089100827639,21,0.0027185286108399524
Devosia neptuniae,0.009015399022388399,14,0.0006439570730277427
Aerococcus urinaeequi,0.0142378940606644,14,0.0010169924329046
Bacillus paranthracis,0.016620428782509897,12,0.0013850357318758247
Maribacter hydrothermalis,0.0040410525978654,7,0.0005772932282664858
Vibrio ziniensis,0.0063108491558824,10,0.0006310849155882401
Cupriavidus sp. WKF15,0.0068467649432653,10,0.00068467649432653
Amycolatopsis sp. BJA-103,0.013068198186426499,13,0.0010052460143405
Actinoplanes missouriensis,0.011087506720221503,13,0.000852885132324731
Chryseobacterium turcicum,0.0049571316054668,7,0.0007081616579238286
Desulfogranum marinum,0.011628612378004598,13,0.0008945086444618922
Lactococcus lactis,0.1185741670769947,21,0.005646388908428319
Dickeya chrysanthemi,0.012035519084011301,14,0.0008596799345722358
Agrococcus jejuensis,0.0029383383441333004,5,0.0005876676688266601
Corynebacterium pyruviciproducens,0.0038843184822567995,7,0.0005549026403223999
Neobacillus sp. PS3-34,0.017224706615405597,14,0.0012303361868146855
Buttiauxella sp. R73,0.0075851897042515,10,0.00075851897042515
Streptococcus merionis,0.012964700027985799,19,0.0006823526330518841
Trichocoleus desertorum,0.007042003521231601,13,0.000541692578556277
Methanimicrococcus sp. Es2,0.0042784423614838,9,0.0004753824846093111
Rummeliibacillus sp. G93,0.007183879024819401,7,0.0010262684321170573
Eubacterium maltosivorans,0.1478809719024857,21,0.00704195104297551
Candidatus Prometheoarchaeum syntrophicum,0.0106486376021299,17,0.0006263904471841118
Tepiditoga spiralis,0.0208082616208947,17,0.001224015389464394
Mahella australiensis,0.0280765802929378,21,0.001336980013949419
Mammaliicoccus stepanovicii,0.0055889560644297,10,0.0005588956064429701
Sporosarcina thermotolerans,0.0076832907539174,13,0.0005910223656859538
Stella humosa,0.0060168253870488,12,0.0005014021155874
Achromobacter insolitus,0.0137742305730605,17,0.000810248857238853
Nitrosomonas sp.,0.0026247671301837,5,0.0005249534260367399
Sanguibacter sp. HDW7,0.0043380149549072,5,0.0008676029909814399
Oceanidesulfovibrio marinus,0.018820819711271003,19,0.0009905694584879474
Bacteriovorax stolpii,0.009268731189556801,14,0.0006620522278254858
Phototrophicus methaneseepsis,0.0034769512872785996,7,0.0004967073267540857
Riemerella columbina,0.0032518953494814,7,0.00046455647849734285
Mucilaginibacter gossypii,0.012384827342309999,11,0.0011258933947554544
Zobellia galactanivorans,0.010171925614518098,12,0.0008476604678765081
Methylotuvimicrobium buryatense,0.007357088016626999,12,0.0006130906680522499
Leclercia sp. 29361,0.007741700199529699,7,0.0011059571713613857
Variovorax sp. RA8,0.012322713466232201,14,0.0008801938190165858
Bordetella trematum,0.0065298856262804,10,0.00065298856262804
Pseudomonas sp. LS1212,0.0055204912191313005,8,0.0006900614023914126
Ferruginibacter lapsinanis,0.0107609037015146,12,0.0008967419751262167
Solitalea canadensis,0.0095167164468993,17,0.0005598068498176059
Nonomuraea sp. ATCC 55076,0.0182710042713999,16,0.0011419377669624937
Paraprevotella clara,6.356596322606769,21,0.30269506298127474
Nocardia cyriacigeorgica,0.020770225979118803,18,0.0011539014432843779
Bacteroides sp. CACC 737,2.13966406976873,21,0.10188876522708239
Sphingobium sp. V4,0.0038853838529432,8,0.0004856729816179
Chlorobaculum limnaeum,0.0054858409440146,8,0.000685730118001825
Actinobacillus indolicus,0.018201147640633297,13,0.0014000882800487152
Stutzerimonas stutzeri,0.0732631935037533,21,0.0034887235001787283
Zhaonella formicivorans,0.0105560793033307,17,0.0006209458413723941
Crinalium epipsammum,0.008832115354979799,13,0.0006793934888445999
Erwinia rhapontici,0.0077666222768239005,12,0.0006472185230686583
Arthrobacter sp. YC-RL1,0.004788109280914299,6,0.0007980182134857166
Amycolatopsis thermalba,0.0070494208985345,11,0.0006408564453213182
Clostridium fermenticellae,0.0339912176154895,20,0.0016995608807744748
Paenibacillus albicereus,0.0266952680145502,21,0.0012712032387881048
Oceanotoga sp. DSM 15011,0.015601550497887801,16,0.0009750969061179876
Epilithonimonas vandammei,0.025537247380620097,19,0.001344065651611584
Adhaeribacter swui,0.010597399190802,13,0.0008151845531386154
Faecalibacterium sp. HTF-F,4.146358372600125,21,0.19744563679048216
Microterricola viridarii,0.009274361978786201,12,0.0007728634982321834
Ruminiclostridium cellulolyticum,0.055947565338195004,21,0.002664169778009286
Streptomyces sp. MST-110588,0.0095794286107986,14,0.0006842449007713286
Dyadobacter pollutisoli,0.0212994242908108,18,0.0011833013494894889
Flammeovirga sp. MY04,0.020665724342445003,14,0.0014761231673175
Sphingobium sp. SCG-1,0.005177999417180201,10,0.0005177999417180201
Aquabacterium sp. J223,0.009915619559071099,11,0.0009014199599155545
Wujia chipingensis,1.0965093926834026,21,0.052214732984923934
Sphingomonas donggukensis,0.0081614538686166,8,0.001020181733577075
Lentibacillus daqui,0.006743878273249001,13,0.000518759867173
Vaginimicrobium propionicum,0.005489193282592,10,0.0005489193282592
Sulfurimonas marina,0.013779850149947601,15,0.0009186566766631734
Bacillus pumilus,0.037138547557146906,21,0.0017685022646260432
Pseudoalteromonas undina,0.011559740161750699,10,0.00115597401617507
Pseudomonas syringae group genomosp. 7,0.0066079701993519,8,0.0008259962749189875
Pontibacter sp. SGAir0037,0.0184234318070041,19,0.0009696543056317947
Ornithinimicrobium avium,0.0018871943627228,5,0.00037743887254456
Chryseobacterium sp. 6424,0.0091091183310548,12,0.0007590931942545666
Roseburia hominis,10.546949970545553,21,0.5022357128831215
Tenacibaculum maritimum,0.0110113197854261,13,0.0008470245988789308
Streptomyces vinaceus,0.0035232056850075,6,0.0005872009475012501
uncultured Paludibaculum sp.,0.002597920019512,7,0.0003711314313588572
Alkalitalea saponilacus,0.0170992793180978,17,0.001005839959888106
Shewanella sp. MTB7,0.0022283657540838,5,0.00044567315081676
Horticoccus luteus,0.0039492756608302,9,0.0004388084067589111
Neptuniibacter halophilus,0.008954875850282599,13,0.0006888366038678922
Methylobacter sp. YRD-M1,0.010750125961552002,19,0.000565796103239579
Phaeobacter inhibens,0.0153079887545076,15,0.00102053258363384
Haemophilus sp. oral taxon 036,0.0043697464248879,6,0.00072829107081465
Desulfobacter postgatei,0.0026338647500187998,5,0.0005267729500037599
Photorhabdus thracensis,0.0065554788409359,9,0.0007283865378817666
Kordia sp. SMS9,0.0255083693947458,20,0.00127541846973729
Mesotoga infera,0.0031480749867401005,6,0.0005246791644566834
Galbibacter sp. BG1,0.0064019991507349,10,0.00064019991507349
Ferriphaselus amnicola,0.0022261464595543,5,0.00044522929191086
Herbaspirillum seropedicae,0.020582541206347005,17,0.0012107377180204121
Labilibaculum manganireducens,0.0206871674865469,19,0.0010887982887656262
Streptomyces roseochromogenus,0.0050107260515915,7,0.0007158180073702144
Marivirga sp. BDSF4-3,0.0108266001953466,10,0.00108266001953466
Weissella koreensis,0.00431663769561,8,0.00053957971195125
Sphingobacterium sp. ML3W,0.0254396271935157,21,0.0012114108187388428
Spiroplasma apis,0.003772563654522,6,0.000628760609087
Parasphingorhabdus sp. SCSIO 66989,0.0022787196368434,6,0.0003797866061405666
[Clostridium] innocuum,1.3431229678393772,21,0.06395823656377987
Furfurilactobacillus rossiae,0.0071337374199041004,12,0.0005944781183253417
Pseudomonas asturiensis,0.006127246274845699,10,0.00061272462748457
Moritella marina,0.0019801387748212,5,0.00039602775496424
Streptococcus chenjunshii,0.006172775109024099,12,0.0005143979257520082
Planococcus sp. MB-3u-03,0.016096846545526698,17,0.0009468733262074529
Kribbella sp. CA-293567,0.007570610392688601,9,0.0008411789325209556
Thermoflexus hugenholtzii,0.0051821639538049,11,0.00047110581398226363
Paenibacillus sp. G2S3,0.018254672209525098,19,0.0009607722215539525
Solibaculum mannosilyticum,0.3917213557864475,21,0.01865339789459274
Shewanella violacea,0.0023186918192078998,6,0.00038644863653465
Mycolicibacterium fluoranthenivorans,0.0089236411506822,14,0.0006374029393344429
Paracoccus aerodenitrificans,0.0159024308337104,11,0.0014456755303373092
Streptomyces nitrosporeus,0.0079050367617996,9,0.0008783374179777333
Janthinobacterium sp. B9-8,0.005188311258292199,8,0.0006485389072865249
Alicyclobacillus sp. ALC3,0.0058257924653831,12,0.00048548270544859166
Paracoccus suum,0.0034414219998132,7,0.0004916317142590286
Friedmanniella luteola,0.006434430184979401,11,0.000584948198634491
Veillonella sp. S12025-13,0.0384498769180401,13,0.002957682839849239
Oceanicoccus sagamiensis,0.004973230710170601,9,0.0005525811900189557
Musicola paradisiaca,0.005573422274367301,13,0.0004287247903359462
Rheinheimera sp. D18,0.0090006628190227,12,0.0007500552349185584
Anaeropeptidivorans aminofermentans,0.0632429467793046,21,0.0030115688942526
Thiocystis violascens,0.0030806512073808003,7,0.0004400930296258286
Mucilaginibacter sp. 5C4,0.003911513124325401,7,0.000558787589189343
Megasphaera hexanoica,0.0365012264870521,21,0.0017381536422405761
Costertonia aggregata,0.0057423379988721,9,0.0006380375554302333
Pantoea piersonii,0.0039388598420043,8,0.0004923574802505375
